amount,companyId,date,donorName,donorType,party,year,donor_has_won_tenders,amountString,dateOriginal
330.0,,2022-12-31,DŽEMAL POLUTAN,person,SDA,2022,,,
330.0,,2022-12-31,HARIS VEISPAHIĆ,person,SDA,2022,,,
330.0,,2022-12-31,SENAD ALETIĆ,person,SDA,2022,,,
330.0,,2022-10-11,MLADEN VASIĆ,person,SDS,2022,,,
322.0,,2022-10-11,ANESA KARASELIMOVIĆ,person,NAŠA STRANKA,2022,,,
320.0,,2022-12-31,AMIR OSMANČEVIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
316.5,,2022-12-31,MIRSAD JUSIĆ,person,SDA,2022,,,
316.05,,2022-12-31,MIRSADA KASAMOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
314.93,,2022-12-31,VILDANA JOGIĆ,person,SDA,2022,,,
310.0,,2022-11-14,MIRELA DŽEHVEROVIĆ,person,NAŠA STRANKA,2022,,,
310.0,,2022-12-31,MIRELA MILJKOVIĆ,person,SDA,2022,,,
306.43,,2022-12-31,IRMA FATKIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
306.13,,2022-05-10,SULEJMAN KASAMOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
305.7,,2022-12-31,SELMA NADAREVIĆ-KLIČIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
304.0,,2022-12-01,AMAR BUNGUR,person,NAŠA STRANKA,2022,,,
304.0,,2022-12-31,MERJEM PURIŠEVIĆ,person,SDA,2022,,,
301.22,,2022-04-08,MINELA SUBAŠIĆ,person,PLATFORMA ZA PROGRES,2022,,,
300.0,,2022-05-13,FAHIR GRAHIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
300.0,,2022-04-27,HASAN MRZLJAK,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
300.0,,2022-06-23,HANKA VAJZOVIC,person,DEMOKRATSKA FRONTA,2022,,,
300.0,,2022-04-12,RADOMIR TRIVIĆ,person,DNS,2022,,,
300.0,,2022-05-07,ZAGORKA BURKANOVIĆ,person,DNS,2022,,,
300.0,,2022-06-02,DOBROSLAV BUKMIR,person,HDZ 1990,2022,,,
300.0,,2022-09-23,ANKICA KOLAR JURČEVIĆ,person,HDZ BIH,2022,,,
300.0,,2022-05-13,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-06-28,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-03-11,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-09-20,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-10-12,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-07-26,BORISLAV ĐULABIĆ,person,HDZ BIH,2022,,,
300.0,,2022-09-23,FRANJO STJEPANOVIĆ,person,HDZ BIH,2022,,,
300.0,,2022-03-31,JOSIP TOMIĆ,person,HDZ BIH,2022,,,
300.0,,2022-07-26,LUCIJA ŽDRAVAC,person,HDZ BIH,2022,,,
300.0,,2022-05-25,LJUBICA ILIĆ,person,HDZ BIH,2022,,,
300.0,,2022-10-12,LJUBICA ILIĆ,person,HDZ BIH,2022,,,
300.0,,2022-01-21,MARINKO GELJIĆ,person,HDZ BIH,2022,,,
300.0,,2022-10-20,MIROSLAV GELJIĆ,person,HDZ BIH,2022,,,
300.0,,2022-03-25,ADIJAN RUŽNIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
300.0,,2022-09-02,FIKRET GRAČANIN,person,LABURISTIČKA STRANKA BIH,2022,,,
300.0,,2022-09-13,ESAD MULAVDIĆ,person,NAROD I PRAVDA,2022,,,
300.0,,2022-09-26,LEJLA KHATAB,person,NAROD I PRAVDA,2022,,,
300.0,,2022-12-31,MURIS HALKIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
300.0,,2022-05-26,ADNAN ŠEĆIBOVIĆ,person,NAŠA STRANKA,2022,,,
300.0,,2022-07-20,BRALO HADŽIKADUNIĆ,person,NAŠA STRANKA,2022,,,
300.0,,2022-05-25,INES PIRIĆ NOVAKOVIĆ,person,NAŠA STRANKA,2022,,,
300.0,,2022-05-24,MELIKA HUSIĆ MEHMEDOVIĆ,person,NAŠA STRANKA,2022,,,
300.0,,2022-06-30,SADETA KURTOVIĆ,person,NAŠA STRANKA,2022,,,
300.0,,2022-08-31,SEDIN OMERBAŠIĆ,person,PLATFORMA ZA PROGRES,2022,,,
300.0,,2023-04-19,ANEL KOŠIĆ,person,PO ZELENI POKRET,2023,,,
300.0,,2022-07-27,MIHAJLO PAJIĆ,person,SAVEZ ZA NOVU POLITIKU,2022,,,
300.0,,2022-12-31,ADEM ZOLJ,person,SDA,2022,,,
300.0,,2022-12-31,ADI ZAHIRAGIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ADIS ABDULRAHMANOVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ADMIRĆEHAJIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ALMEDINA ČOMAGA,person,SDA,2022,,,
300.0,,2022-12-31,AMIR ČUSTOVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ASIM SARAJČIĆ,person,SDA,2022,,,
300.0,,2022-12-31,AZEM HUSEINBAŠIĆ,person,SDA,2022,,,
300.0,,2022-12-31,BENJAMIN MALKIĆ,person,SDA,2022,,,
300.0,,2022-12-31,DENIS SILAJDŽIĆ,person,SDA,2022,,,
300.0,,2022-12-31,EDIN SELIMOVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ELDAR ZUKIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ELVEDIN DOMAZET,person,SDA,2022,,,
300.0,,2022-12-31,ELVIR BILAJAC,person,SDA,2022,,,
300.0,,2022-12-31,ELVIS DELIBAŠIĆ,person,SDA,2022,,,
300.0,,2022-12-31,ESAD IMŠIREVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,HARIS MILANOVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,HATA VOLODER,person,SDA,2022,,,
300.0,,2022-12-31,IZEDIN RADMANIĆ,person,SDA,2022,,,
300.0,,2022-12-31,JASMIN MUSIĆ,person,SDA,2022,,,
300.0,,2022-12-31,LAMIJA MUSTAFIĆ,person,SDA,2022,,,
300.0,,2022-12-31,LEJLA ŠAČIROVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,MIRNES BAŠIĆ,person,SDA,2022,,,
300.0,,2022-12-31,MIRSAD BEJZIĆ,person,SDA,2022,,,
300.0,,2022-12-31,MUAMER KARGIĆ,person,SDA,2022,,,
300.0,,2022-12-31,NAIDIN AHMETSPAHIĆ,person,SDA,2022,,,
300.0,,2022-12-31,NASIR SELIMOVIĆ,person,SDA,2022,,,
300.0,,2022-12-31,NEIRA HUSEINBEGOVIĆ Š.,person,SDA,2022,,,
300.0,,2022-12-31,RASIM SKOMORAC,person,SDA,2022,,,
300.0,,2022-12-31,SABAHUDIN SOLAK,person,SDA,2022,,,
300.0,,2022-12-31,SADMIR NUKIĆ,person,SDA,2022,,,
300.0,,2022-12-31,SUAD KARAT,person,SDA,2022,,,
300.0,,2022-12-31,TIFA EFENDIĆ,person,SDA,2022,,,
300.0,,2022-06-13,JASNA DURAKOVIĆ,person,SDP BIH,2022,,,
300.0,,2022-09-27,NEIRA KUJOVIĆ,person,SDP BIH,2022,,,
300.0,,2022-01-22,HUSNIJA GROŠIĆ,person,STRANKA PENZIONERA-UMIROVLJENIKA BIH,2022,,,
300.0,,2022-08-30,VLADIMIR BABIĆ,person,UJEDINJENA SRPSKA,2022,,,
299.0,,2022-12-31,ADIS HAMZIĆ,person,SDA,2022,,,
296.0,,2022-05-24,LEJLA MEŠALIĆ,person,DEMOKRATSKA FRONTA,2022,,,
294.99,,2022-10-04,DŽEVAD SULJIČIĆ,person,PLATFORMA ZA PROGRES,2022,,,
294.0,,2022-10-24,AMINA MADŽAK,person,PLATFORMA ZA PROGRES,2022,,,
294.0,,2022-12-31,EMIR BEŠIĆ,person,SDA,2022,,,
294.0,,2022-12-31,NERMIN ŠABIĆ,person,SDA,2022,,,
293.37,,2022-10-04,SUDO ČUSTOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
291.0,,2022-07-05,SEAD PURIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
290.0,,2022-12-31,EMIR ALIEFENDIĆ,person,SDA,2022,,,
288.0,,2022-12-31,ŠABAN IBRIŠIMOVIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
283.36,,2022-12-31,I LI JAZ HARČEVIĆ,person,SDA,2022,,,
282.0,,2022-07-30,HASAN ŠAKANOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
281.28,,2022-10-31,MINELA BUČAN,person,ZA NOVE GENERACIJE,2022,,,
280.0,,2022-12-31,ENES MUSTAFIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
280.0,,2022-12-31,EMIR VRACO,person,SDA,2022,,,
280.0,,2022-08-10,IBRAHIM HASIĆ,person,SDP BIH,2022,,,
278.36,,2022-12-31,JASMIN HASANOVIĆ,person,SDA,2022,,,
275.0,,2022-12-31,ALMIR DUDIĆ,person,SDA,2022,,,
270.0,,2022-12-31,EMIR MUSLIĆ,person,SDA,2022,,,
268.58,,2022-07-05,ADIS ALAGIĆ,person,PLATFORMA ZA PROGRES,2022,,,
268.36,,2022-12-31,AMIR DŽAJIĆ,person,SDA,2022,,,
264.0,,2022-12-30,BRANKO ČEŠLJIĆ,person,NAŠA STRANKA,2022,,,
260.86,,2022-12-31,MEŠA SELIMOVIĆ,person,SDA,2022,,,
260.0,,2022-09-29,NERMIN DELJKIĆ,person,NAŠA STRANKA,2022,,,
257.72,,2022-12-31,EMIR MAHMIĆ,person,SDA,2022,,,
252.0,,2022-03-11,KEMAL KURTIĆ,person,SOCIJALDEMOKRATE BIH,2022,,,
250.0,,2022-04-07,ŽELJKO DUBRAVAC,person,DNS,2022,,,
250.0,,2022-09-26,EMIR RAHMANOVIĆ,person,NAROD I PRAVDA,2022,,,
250.0,,2022-09-27,FARIS BAJRIĆ,person,NAROD I PRAVDA,2022,,,
250.0,,2022-11-03,MAHIRA BRKIĆ,person,NAROD I PRAVDA,2022,,,
250.0,,2022-12-31,EMINA KISELJAKOVIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
250.0,,2022-09-12,DANE MAKSIMOVIĆ,person,POKRET OSNIVANJA KNEŽEVINE SRPSKE,2022,,,
250.0,,2022-07-08,EMINA ADEMI,person,POKRET PRAVDE,2022,,,
250.0,,2022-11-02,SUAD HALIČEVIĆ,person,SBB BIH,2022,,,
250.0,,2022-08-24,IBRAHIM KAJTAZOVIĆ,person,SDP BIH,2022,,,
250.0,,2022-02-22,DAMIR MU RATOVI Ć,person,SOCIJALDEMOKRATE BIH,2022,,,
250.0,,2022-03-29,NERMINA MURATOVIĆ,person,SOCIJALDEMOKRATE BIH,2022,,,
240.0,,2022-05-12,SUZANA FAZLIĆ,person,PLATFORMA ZA PROGRES,2022,,,
240.0,,2022-12-31,SRĐAN VUKADINOVIĆ,person,SBB BIH,2022,,,
240.0,,2022-12-31,ADNAN SMAJOVIĆ,person,SDA,2022,,,
240.0,,2022-12-31,EDITA MAZIĆ,person,SDA,2022,,,
240.0,,2022-12-31,KEMAL MURATOVIĆ,person,SDA,2022,,,
237.47,,2022-10-04,FIKRET ARTUKOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
235.0,,2022-11-04,HARIS KARIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
234.7,,2022-02-09,FATIMA MUJKANOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
234.7,,2022-10-04,SAFET SALKIČEVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
230.0,,2022-12-31,AMIRA HADŽIĆ,person,SDA,2022,,,
230.0,,2022-12-31,ELVIR ALIEFENDIĆ,person,SDA,2022,,,
230.0,,2022-12-31,MIRELA MATEŠA BUKVA,person,SDA,2022,,,
226.0,,2022-07-05,SEĐAD MAŠIĆ,person,PLATFORMA ZA PROGRES,2022,,,
225.81,,2022-12-01,ADNA BEŠIĆ,person,ZA NOVE GENERACIJE,2022,,,
225.5,,2022-07-05,FATIMA MAŠIĆ,person,PLATFORMA ZA PROGRES,2022,,,
224.0,,2022-09-19,DUŠKO MILANOVIĆ,person,SAVEZ ZA NOVU POLITIKU,2022,,,
220.5,,2022-08-25,ADIS DIZDARIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-01-31,ALMIR BUDIMLIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-12-14,SILVANA BEHIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-03-28,SILVANA BEHIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-05-19,SILVANA BEHIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-06-29,SILVANA BEHIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-12-13,ZULFIKAR HANDUKIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.5,,2022-05-19,ZULFIKAR HANDUKIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
220.0,,2022-09-09,ALEN DŽANO,person,PLATFORMA ZA PROGRES,2022,,,
220.0,,2022-12-31,HADŽIZA MEMIĆ,person,SDA,2022,,,
215.0,,2022-12-31,MIRNES BAJTAREVIĆ,person,SDA,2022,,,
210.0,,2022-03-28,ZEJNA ŠANJEVIĆ KUSSMAUL,person,PLATFORMA ZA PROGRES,2022,,,
210.0,,2022-12-31,FIKRET DERVIŠBEGOVIĆ,person,SDA,2022,,,
207.0,,2022-02-08,AIDA KURTAGIĆ,person,PLATFORMA ZA PROGRES,2022,,,
202.76,,2022-10-04,SLAVKO BOJIĆ,person,PLATFORMA ZA PROGRES,2022,,,
200.0,,2022-05-11,BELKISA SULJETOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-16,DŽEMAL HUSKIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-17,FAZI LA SALIHOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-18,NAJIM AVDIBAŠIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-12-26,NEDŽAD OSMANLIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-16,NEDŽAD OSMANLIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-16,SANELA PAMUKOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-05-12,SENAD KLOPIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
200.0,,2022-09-26,BOJAN VIDOVIĆ,person,HDZ 1990,2022,,,
200.0,,2022-10-12,DAVOR NINIĆ,person,HDZ BIH,2022,,,
200.0,,2022-06-28,IVICA PALAC,person,HDZ BIH,2022,,,
200.0,,2022-01-13,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-05-13,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-03-17,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-07-26,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-11-01,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-10-20,JELENA NIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-06-15,JUGOSLAV JURALIĆ,person,HDZ BIH,2022,,,
200.0,,2022-12-07,MILENA SIMIKIĆ,person,HDZ BIH,2022,,,
200.0,,2022-09-06,MIROSLAV GELJIĆ,person,HDZ BIH,2022,,,
200.0,,2022-10-12,PERICA IVANEK,person,HDZ BIH,2022,,,
200.0,,2022-10-12,SINIŠA RAVLIĆ,person,HDZ BIH,2022,,,
200.0,,2022-06-11,ADLA OMERAGIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
200.0,,2022-09-30,DALILA PILIPOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
200.0,,2022-09-19,HAJRUDIN OKANOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
200.0,,2022-06-21,SABINA SALKIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
200.0,,2022-05-18,ADIS BEŠLIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ADIS FAZLIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,ADMIR KATICA,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ADNAN BJELIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,ADNAN DELIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,AHMED KULANIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-26,AJLA MILIŠIĆ PEPIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,AKIRŠIŠIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,ANIDA SKENDERAGIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,ARIJANA MEMIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ASAD JELEŠKOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,AVDIJA HASANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,DAMIR BULČEVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,DANIJELA KRISTIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,DANIJELA ŠAHAT,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,DENIS ZVIZDIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,DŽENAN BRKANIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-20,ĐEMAL BILANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,EDIS VRETO,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,EDITA TURKOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ELVIR ČEKRLIJA,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-13,ELVIS VRETO,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ENES KAZIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,HALIL BAJRAMOVOĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,HARIS ALATOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,HARIS BAŠIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,HARIS TOPALOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-23,IVANA PRVULOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,JASMIN HOGIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,KEMAL HRNJIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,MAGBULA GRABOVICA,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,MAHDI ALIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,MAHIRA BRKIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-11-04,MEHO HIDO,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,MERIMA LENDO,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,MERJEM RIDŽAL,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,MESUD AJANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-31,MIRSAD MADEŠKO,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,MIRZA KEŠETOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-20,MITHAT KERLA,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,MUHAMED JAŠAREVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,MUSTAFA KOVAČ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,MUSTAFA ŠABIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-31,NERMIN MUZUR,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,NERMINA MEMIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,NIHAD OMEROVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,NUSRET SEFEROVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,OMER OSMANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,RASEMA OKIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,RUSMIRSALIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,SAFET OMEROVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,SAMED MEHMEDOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,SAMIR BEJIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-23,SAMIR ČOVRK,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-16,SAMIR KURTANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-19,SANDRA TUTIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,SEAD TRNOVAC,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,SMAJO HALILOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,ŠEFKET MUSIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,ŠEMSO IMAMOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,TARIK ČENANOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-17,TARIK SMAILBEGOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-27,TARIK STAMBOLIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-05-18,TEA KULENOVIĆ,person,NAROD I PRAVDA,2022,,,
200.0,,2022-09-28,EMIR KURTALIC,person,NAŠA STRANKA,2022,,,
200.0,,2022-07-07,KENAN LJUHAR,person,NAŠA STRANKA,2022,,,
200.0,,2022-08-30,ELVIRA SELMANOVIĆ,person,NEZAVISNI BLOK,2022,,,
200.0,,2022-03-24,ALIJA ŠAHINOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
200.0,,2022-10-01,AMILA HUSIĆ,person,PLATFORMA ZA PROGRES,2022,,,
200.0,,2022-09-15,ARIJANA STRINIĆ,person,PLATFORMA ZA PROGRES,2022,,,
200.0,,2022-09-08,MUAMERA HUSIKA,person,PLATFORMA ZA PROGRES,2022,,,
200.0,,2022-06-30,ALISA LAPANDIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-28,AZRA DEDIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-30,ĆAZIM MEŠANOVIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-28,DŽEVAD DOSTOVIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-30,EMIR IDRIZOVIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-30,MEHMED ŠARIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-30,MENSURGUTIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-06-30,ZAIM PIRIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
200.0,,2022-11-11,MARIJANA MAKSIMOVIĆ,person,POKRET OSNIVANJA KNEŽEVINE SRPSKE,2022,,,
200.0,,2022-05-17,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-04-05,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-13,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-12-23,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-11-03,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-07,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-04-05,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-05-17,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-13,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-12-23,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-11-03,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-10-11,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-07,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-05-17,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-04-05,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-13,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-10-11,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-09-07,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
200.0,,2022-01-31,RADE BJELANOVIĆ,person,SAVEZ PENZIONERA I POTOMAKA,2022,,,
200.0,,2022-12-31,ALDIN BOLIĆ,person,SDA,2022,,,
200.0,,2022-12-31,ANES SALMAN,person,SDA,2022,,,
200.0,,2022-12-31,EDIB ZABAČA,person,SDA,2022,,,
200.0,,2022-12-31,EDIN HODŽIĆ,person,SDA,2022,,,
200.0,,2022-12-31,EDIN ŠUVALIĆ,person,SDA,2022,,,
200.0,,2022-12-31,EMIR ISLAMOVIĆ,person,SDA,2022,,,
200.0,,2022-12-31,FERID OTAJAGIĆ,person,SDA,2022,,,
200.0,,2022-12-31,FUAD ŠIŠIĆ,person,SDA,2022,,,
200.0,,2022-12-31,HUSNIJA KUDIĆ,person,SDA,2022,,,
200.0,,2022-12-31,JASMIN MEŠIĆ,person,SDA,2022,,,
200.0,,2022-12-31,LEJLA DAJIĆ,person,SDA,2022,,,
200.0,,2022-12-31,MALIK RIZVANOVIC,person,SDA,2022,,,
200.0,,2022-12-31,MIRELA HUSIĆ,person,SDA,2022,,,
200.0,,2022-12-31,MUFID ĆEHIĆ,person,SDA,2022,,,
200.0,,2022-12-31,NAJLA MURATOVIĆ,person,SDA,2022,,,
200.0,,2022-12-31,NAZIF HAJRIĆ,person,SDA,2022,,,
